City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,northam,51.0333,-4.2167,18.14,96,63,7.45,GB,Mon Jul 22 18:43:51 2024
272,rasht,37.2808,49.5832,23.94,77,1,1.33,IR,Mon Jul 22 18:43:52 2024
273,sabang,5.8933,95.3214,28.49,74,100,6.05,ID,Mon Jul 22 18:43:54 2024
274,nyaunglebin,17.95,96.7333,24.64,95,100,1.33,MM,Mon Jul 22 18:43:57 2024
275,bechar,31.6167,-2.2167,36.18,11,86,4.12,DZ,Mon Jul 22 18:43:58 2024
276,pisco,-13.7,-76.2167,17.03,77,0,7.72,PE,Mon Jul 22 18:44:00 2024
277,atafu village,-8.5421,-172.5159,28.67,77,100,9.23,TK,Mon Jul 22 18:44:01 2024
278,dhuusamarreeb,5.535,46.3861,23.2,78,62,8.67,SO,Mon Jul 22 18:44:03 2024
279,san borja,-14.8167,-66.85,23.87,55,2,0.83,BO,Mon Jul 22 18:44:04 2024
280,sumbe,-11.2061,13.8437,19.7,94,27,3.48,AO,Mon Jul 22 18:44:06 2024
281,brezina,33.0989,1.2608,30.02,12,37,3.94,DZ,Mon Jul 22 18:44:07 2024
282,tayshet,55.9342,98.0044,16.68,99,100,4.96,RU,Mon Jul 22 18:44:09 2024
283,wanning,18.8003,110.3967,29.65,74,100,5.31,CN,Mon Jul 22 18:44:10 2024
284,tukrah,32.5341,20.5791,26.38,64,0,0.85,LY,Mon Jul 22 18:44:12 2024
285,abha,18.2164,42.5053,20.9,64,0,0.0,SA,Mon Jul 22 18:44:13 2024
286,biryusinsk,55.9634,97.8235,16.83,99,100,5.11,RU,Mon Jul 22 18:44:14 2024
287,kozan,37.4552,35.8157,26.08,93,65,1.14,TR,Mon Jul 22 18:44:16 2024
288,saldanha,-33.0117,17.9442,4.03,72,100,1.06,ZA,Mon Jul 22 18:44:18 2024
289,nuku'alofa,-21.1333,-175.2,27.19,78,20,3.09,TO,Mon Jul 22 18:44:19 2024
290,elk city,35.412,-99.4043,27.99,47,0,2.57,US,Mon Jul 22 18:44:20 2024
291,san mateo del mar,16.2,-95.0,29.92,75,100,4.86,MX,Mon Jul 22 18:44:22 2024
292,tazovsky,67.4667,78.7,6.46,69,100,5.71,RU,Mon Jul 22 18:44:23 2024
293,bontang,0.1333,117.5,26.8,87,100,3.39,ID,Mon Jul 22 18:44:25 2024
294,kavieng,-2.5744,150.7967,27.21,83,100,6.32,PG,Mon Jul 22 18:44:26 2024
295,zouerate,22.7187,-12.4521,35.16,25,11,5.63,MR,Mon Jul 22 18:44:28 2024
296,pontevedra,42.431,-8.6444,20.57,71,6,2.68,ES,Mon Jul 22 18:44:29 2024
297,lisakovsk,52.5369,62.4936,15.85,91,7,3.72,KZ,Mon Jul 22 18:44:31 2024
298,nanlong,31.3533,106.0631,28.38,86,100,1.58,CN,Mon Jul 22 18:44:32 2024
299,kyzyl-mazhalyk,51.1333,90.6,17.13,63,23,1.13,RU,Mon Jul 22 18:44:33 2024
300,nichinan,31.6,131.3667,28.82,72,14,4.22,JP,Mon Jul 22 18:44:35 2024
301,pilar,-9.5972,-35.9567,23.96,86,70,0.74,BR,Mon Jul 22 18:44:37 2024
302,hell-ville,-13.4,48.2667,24.31,73,86,1.04,MG,Mon Jul 22 18:44:40 2024
303,gaalkacyo,6.7697,47.4308,24.04,71,100,9.59,SO,Mon Jul 22 18:44:42 2024
304,beau vallon,-20.4189,57.6953,19.56,88,20,3.09,MU,Mon Jul 22 18:44:43 2024
305,kargil,34.5667,76.1,12.8,47,12,2.99,IN,Mon Jul 22 18:44:45 2024
306,nobres,-14.7203,-56.3275,22.74,30,0,1.48,BR,Mon Jul 22 18:44:46 2024
307,selfoss,63.9331,-20.9971,10.02,93,100,5.75,IS,Mon Jul 22 18:44:48 2024
308,flying fish cove,-10.4217,105.6791,24.82,88,100,4.12,CX,Mon Jul 22 18:44:49 2024
309,ust-nera,64.5667,143.2,21.89,62,96,2.64,RU,Mon Jul 22 18:44:51 2024
310,kyshtovka,56.555,76.6271,12.4,77,100,1.95,RU,Mon Jul 22 18:44:52 2024
311,taoudenni,22.6783,-3.9836,39.04,19,99,5.3,ML,Mon Jul 22 18:44:54 2024
312,aripuana,-9.1667,-60.6333,24.22,38,2,1.08,BR,Mon Jul 22 18:44:55 2024
313,dire dawa,9.5931,41.8661,21.68,75,92,5.97,ET,Mon Jul 22 18:44:58 2024
314,boende,-0.2167,20.8667,22.16,94,78,0.5,CD,Mon Jul 22 18:45:00 2024
315,rockland,41.1668,-74.0496,25.44,88,100,2.83,US,Mon Jul 22 18:45:01 2024
316,celestun,20.8667,-90.4,27.72,83,82,4.31,MX,Mon Jul 22 18:45:03 2024
317,nadym,65.5333,72.5167,11.36,57,100,4.3,RU,Mon Jul 22 18:44:30 2024
318,lompoc,34.6391,-120.4579,24.36,74,0,6.69,US,Mon Jul 22 18:45:06 2024
319,arfoud,31.4348,-4.2375,34.14,16,57,1.81,MA,Mon Jul 22 18:45:07 2024
320,porto novo,6.4965,2.6036,24.9,84,100,3.74,BJ,Mon Jul 22 18:45:09 2024
321,bolnisi,41.4479,44.5384,22.77,70,86,0.4,GE,Mon Jul 22 18:45:10 2024
322,cam ranh,11.9214,109.1591,29.98,66,40,4.12,VN,Mon Jul 22 18:45:12 2024
323,sydney mines,46.2367,-60.2177,17.78,83,75,2.06,CA,Mon Jul 22 18:45:13 2024
324,horta,38.5333,-28.6333,23.34,84,0,0.89,PT,Mon Jul 22 18:45:14 2024
325,nyala,12.05,24.8833,26.6,70,93,4.0,SD,Mon Jul 22 18:45:16 2024
326,pointe-noire,-4.7761,11.8635,21.04,94,20,1.03,CG,Mon Jul 22 18:45:17 2024
327,savelugu,9.6244,-0.8253,25.32,76,100,2.13,GH,Mon Jul 22 18:45:19 2024
328,anapa,44.8908,37.3239,22.19,88,40,2.0,RU,Mon Jul 22 18:45:20 2024
329,shimoda,34.6667,138.95,30.2,73,0,5.92,JP,Mon Jul 22 18:45:22 2024
330,moree,-29.4667,149.85,14.73,53,0,0.72,AU,Mon Jul 22 18:45:23 2024
331,axim,4.8699,-2.2405,23.38,90,100,3.82,GH,Mon Jul 22 18:45:25 2024
332,iranshahr,27.2025,60.6848,36.19,38,38,3.09,IR,Mon Jul 22 18:45:26 2024
333,lincoln,40.8,-96.667,26.96,67,0,2.06,US,Mon Jul 22 18:45:29 2024
334,talnakh,69.4865,88.3972,9.8,53,8,1.18,RU,Mon Jul 22 18:45:30 2024
335,luganville,-15.5333,167.1667,26.29,82,36,5.58,VU,Mon Jul 22 18:45:32 2024
336,marka,1.7159,44.7717,24.25,87,82,6.36,SO,Mon Jul 22 18:45:33 2024
337,yermakovskoye,53.2831,92.4003,17.8,86,100,1.43,RU,Mon Jul 22 18:45:35 2024
338,kone,-21.0595,164.8658,25.19,49,98,1.76,NC,Mon Jul 22 18:45:36 2024
339,galesong,-5.3166,119.3661,28.01,68,14,2.01,ID,Mon Jul 22 18:45:38 2024
340,isoka,-10.1606,32.6335,12.18,66,25,0.8,ZM,Mon Jul 22 18:45:39 2024
341,charters towers,-20.1,146.2667,21.06,41,0,6.9,AU,Mon Jul 22 18:43:04 2024
342,jiexiu,37.0244,111.9125,27.17,71,100,0.34,CN,Mon Jul 22 18:45:42 2024
343,escanaba,45.7453,-87.0646,21.98,73,0,0.0,US,Mon Jul 22 18:45:43 2024
344,barcelos,41.5388,-8.6151,26.03,50,5,2.45,PT,Mon Jul 22 18:45:45 2024
345,masaya sur,16.497,121.7456,24.72,92,100,0.81,PH,Mon Jul 22 18:45:46 2024
346,fort-shevchenko,44.5086,50.263,26.43,65,0,3.61,KZ,Mon Jul 22 18:45:48 2024
347,uturoa,-16.7333,-151.4333,24.91,64,3,9.89,PF,Mon Jul 22 18:45:49 2024
348,anzio,41.4853,12.6179,26.03,64,0,2.76,IT,Mon Jul 22 18:45:52 2024
349,muisne,0.6,-80.0333,23.78,84,100,4.07,EC,Mon Jul 22 18:45:53 2024
350,ghanzi,-21.5667,21.7833,14.45,18,0,1.87,BW,Mon Jul 22 18:45:55 2024
351,ambon,-3.6954,128.1814,25.08,88,75,1.54,ID,Mon Jul 22 18:45:56 2024
352,tiganesti,43.9,25.3667,20.12,87,98,3.29,RO,Mon Jul 22 18:45:58 2024
353,gaspe,48.8334,-64.4819,18.12,55,75,2.57,CA,Mon Jul 22 18:45:59 2024
354,lihue,21.9789,-159.3672,28.77,64,40,6.69,US,Mon Jul 22 18:46:01 2024
355,kailua-kona,19.6406,-155.9956,28.98,82,40,4.63,US,Mon Jul 22 18:42:13 2024
356,nova vicosa,-17.8919,-39.3719,21.58,68,0,3.37,BR,Mon Jul 22 18:46:04 2024
357,nabire,-3.3667,135.4833,24.96,91,93,0.93,ID,Mon Jul 22 18:46:05 2024
358,lerwick,60.1545,-1.1494,12.0,84,100,2.16,GB,Mon Jul 22 18:46:07 2024
359,al wajh,26.2455,36.4525,30.97,74,0,1.54,SA,Mon Jul 22 18:46:08 2024
360,minot,48.2325,-101.2963,29.06,61,0,3.09,US,Mon Jul 22 18:46:09 2024
361,derbent,42.0678,48.2899,25.16,65,0,3.42,RU,Mon Jul 22 18:46:11 2024
362,natal,-5.795,-35.2094,23.36,83,20,4.12,BR,Mon Jul 22 18:43:12 2024
363,belen,36.4891,36.2233,25.08,74,0,8.23,TR,Mon Jul 22 18:46:14 2024
364,mukalla,14.5425,49.1242,29.89,64,100,2.16,YE,Mon Jul 22 18:46:15 2024
365,ryotsu-minato,38.0833,138.4333,28.61,68,78,3.71,JP,Mon Jul 22 18:46:16 2024
366,ondjiva,-17.0667,15.7333,19.02,18,8,2.57,AO,Mon Jul 22 18:46:18 2024
367,katsuren-haebaru,26.3369,127.8719,29.49,88,75,4.63,JP,Mon Jul 22 18:46:19 2024
368,soio,-6.1349,12.3689,21.32,86,3,3.11,AO,Mon Jul 22 18:46:21 2024
369,monrovia,6.3005,-10.7969,23.87,85,63,4.19,LR,Mon Jul 22 18:46:22 2024
370,chany,55.3121,76.7647,14.8,84,100,2.55,RU,Mon Jul 22 18:46:24 2024
371,okha,53.5739,142.9478,11.84,97,100,6.67,RU,Mon Jul 22 18:46:25 2024
372,remire-montjoly,4.9167,-52.2667,27.02,83,0,1.54,GF,Mon Jul 22 18:46:28 2024
373,namalenga,-10.95,39.1,15.42,91,10,1.36,TZ,Mon Jul 22 18:46:30 2024
374,cannonvale,-20.2833,148.7,23.1,66,82,7.82,AU,Mon Jul 22 18:46:31 2024
375,guanambi,-14.2233,-42.7814,20.98,53,5,3.91,BR,Mon Jul 22 18:46:33 2024
376,lesnoy,57.6198,63.0784,10.59,81,99,2.98,RU,Mon Jul 22 18:46:34 2024
377,zakynthos,37.7914,20.8953,25.91,83,0,1.92,GR,Mon Jul 22 18:46:36 2024
378,tremp,42.167,0.8949,21.39,55,1,1.95,ES,Mon Jul 22 18:46:39 2024
379,lae,-6.7221,146.9847,26.37,95,100,1.11,PG,Mon Jul 22 18:46:40 2024
380,talara,-4.5772,-81.2719,18.42,88,0,8.42,PE,Mon Jul 22 18:46:43 2024
381,sao mateus do sul,-25.8742,-50.3828,11.13,86,0,0.49,BR,Mon Jul 22 18:46:45 2024
382,zelenoborskiy,66.845,32.3622,13.16,70,99,0.57,RU,Mon Jul 22 18:46:46 2024
383,maxcanu,20.5833,-89.9833,30.54,60,58,2.62,MX,Mon Jul 22 18:46:48 2024
384,wanxian,30.8039,108.3897,31.22,72,94,1.67,CN,Mon Jul 22 18:46:49 2024
385,piton saint-leu,-21.2196,55.3151,18.06,60,0,3.6,RE,Mon Jul 22 18:46:51 2024
386,la passe,45.5549,-0.8967,18.13,87,0,1.14,FR,Mon Jul 22 18:46:53 2024
387,tsiombe,-25.3,45.4833,17.0,90,8,2.5,MG,Mon Jul 22 18:46:54 2024
388,yuzhno-kurilsk,44.0306,145.8556,23.14,76,100,1.52,RU,Mon Jul 22 18:46:57 2024
389,hasaki,35.7333,140.8333,32.38,70,5,3.83,JP,Mon Jul 22 18:46:58 2024
390,essaouira,31.5125,-9.77,24.72,64,0,2.57,MA,Mon Jul 22 18:47:00 2024
391,weno,7.4515,151.8468,30.97,79,100,2.57,FM,Mon Jul 22 18:47:01 2024
392,lazaro cardenas,17.9583,-102.2,28.18,72,100,1.17,MX,Mon Jul 22 18:47:03 2024
393,nanakuli,21.3906,-158.1547,31.65,47,0,5.66,US,Mon Jul 22 18:47:05 2024
394,buka,40.8108,69.1986,21.26,62,100,3.02,UZ,Mon Jul 22 18:47:06 2024
395,bodaybo,57.8506,114.1933,27.46,60,97,0.97,RU,Mon Jul 22 18:47:08 2024
396,mount isa,-20.7333,139.5,20.87,23,0,6.17,AU,Mon Jul 22 18:47:09 2024
397,cova figueira,14.8905,-24.2934,19.15,84,72,1.64,CV,Mon Jul 22 18:47:11 2024
398,portland,45.5234,-122.6762,24.79,51,20,6.17,US,Mon Jul 22 18:40:26 2024
399,al bayda',32.7627,21.7551,22.27,54,0,1.86,LY,Mon Jul 22 18:47:14 2024
400,mournies,35.4764,24.0092,27.13,83,0,3.6,GR,Mon Jul 22 18:47:15 2024
401,caussade,44.1608,1.5391,15.27,90,4,1.27,FR,Mon Jul 22 18:47:17 2024
402,alibag,18.6411,72.8792,26.04,88,100,8.72,IN,Mon Jul 22 18:47:19 2024
403,poronaysk,49.2167,143.1167,17.98,82,100,1.18,RU,Mon Jul 22 18:47:20 2024
404,kattivakkam,13.2167,80.3167,29.08,75,100,6.52,IN,Mon Jul 22 18:47:22 2024
405,bassar,9.25,0.7833,22.08,91,100,1.3,TG,Mon Jul 22 18:47:23 2024
406,turkestan,43.3333,68.25,27.43,30,7,1.56,KZ,Mon Jul 22 18:47:25 2024
407,prince george,53.9166,-122.753,24.69,57,0,2.06,CA,Mon Jul 22 18:45:04 2024
408,gemena,3.25,19.7667,20.26,98,28,1.35,CD,Mon Jul 22 18:47:27 2024
409,severo-yeniseyskiy,60.3725,93.0408,18.4,83,100,0.68,RU,Mon Jul 22 18:47:29 2024
410,cascavel,-24.9558,-53.4553,14.71,82,2,1.57,BR,Mon Jul 22 18:47:30 2024
411,coquimbo,-29.9533,-71.3436,12.85,70,100,3.09,CL,Mon Jul 22 18:43:16 2024
412,karystos,38.0133,24.4161,30.79,42,0,0.89,GR,Mon Jul 22 18:47:33 2024
413,zhanaozen,43.3,52.8,26.62,43,0,3.7,KZ,Mon Jul 22 18:47:35 2024
414,jiangyou,31.7667,104.7167,27.01,84,100,0.95,CN,Mon Jul 22 18:47:36 2024
415,acapulco de juarez,16.8634,-99.8901,30.9,66,40,2.57,MX,Mon Jul 22 18:47:37 2024
416,saint-pierre,-21.3393,55.4781,19.82,60,0,3.6,RE,Mon Jul 22 18:47:39 2024
417,tazacorte,28.629,-17.9293,22.54,91,20,7.2,ES,Mon Jul 22 18:47:40 2024
418,kibaya,-5.3,36.5667,10.39,76,0,1.56,TZ,Mon Jul 22 18:47:42 2024
419,chibuto,-24.6867,33.5306,15.69,89,0,1.94,MZ,Mon Jul 22 18:47:43 2024
420,matagalpa,12.9256,-85.9175,21.33,86,100,2.87,NI,Mon Jul 22 18:47:45 2024
421,nar'yan-mar,67.6713,53.087,9.22,82,27,3.35,RU,Mon Jul 22 18:47:46 2024
422,sicuani,-14.2694,-71.2261,8.25,51,0,2.67,PE,Mon Jul 22 18:47:48 2024
423,jiuquan,39.7432,98.5174,20.04,58,100,4.28,CN,Mon Jul 22 18:47:49 2024
424,olinda,-8.0089,-34.8553,25.85,69,40,6.69,BR,Mon Jul 22 18:47:51 2024
425,boguchany,58.3814,97.4531,18.97,97,100,0.51,RU,Mon Jul 22 18:45:48 2024
426,kayangel,8.0823,134.7173,25.26,91,100,6.04,PW,Mon Jul 22 18:47:54 2024
427,palmer,42.1584,-72.3287,23.92,70,100,2.04,US,Mon Jul 22 18:47:55 2024
428,burang,30.25,81.1667,10.7,84,100,1.77,CN,Mon Jul 22 18:47:57 2024
429,talakan,50.3167,130.3667,26.24,52,0,1.86,RU,Mon Jul 22 18:47:58 2024
430,krasnyy chikoy,50.3643,108.7512,22.29,70,37,1.23,RU,Mon Jul 22 18:48:00 2024
431,sur,22.5667,59.5289,31.07,62,100,6.05,OM,Mon Jul 22 18:48:01 2024
432,hobyo,5.3505,48.5268,24.21,87,22,10.94,SO,Mon Jul 22 18:48:03 2024
433,lianyuan,27.6883,111.6642,32.27,59,100,1.07,CN,Mon Jul 22 18:48:04 2024
434,kerikeri,-35.2268,173.9474,16.62,77,6,4.47,NZ,Mon Jul 22 18:48:05 2024
435,tambacounda,13.7539,-13.7586,30.03,79,20,4.12,SN,Mon Jul 22 18:48:07 2024
436,broken hill,-31.95,141.4333,14.49,40,2,6.63,AU,Mon Jul 22 18:48:09 2024
437,huaicheng,23.9051,112.1931,30.69,67,0,1.21,CN,Mon Jul 22 18:48:10 2024
438,bor,56.3567,44.0669,12.96,77,0,2.32,RU,Mon Jul 22 18:48:12 2024
439,howard springs,-12.497,131.047,24.95,49,100,3.55,AU,Mon Jul 22 18:48:14 2024
440,juan griego,11.0817,-63.9655,26.41,88,100,4.38,VE,Mon Jul 22 18:48:15 2024
441,pico truncado,-46.7949,-67.9573,8.84,79,100,7.79,AR,Mon Jul 22 18:48:18 2024
442,manakara,-22.1333,48.0167,17.48,94,11,1.68,MG,Mon Jul 22 18:48:19 2024
443,guanica,17.9716,-66.908,27.75,63,100,4.91,PR,Mon Jul 22 18:48:21 2024
444,oranjemund,-28.55,16.4333,10.83,83,3,1.9,NA,Mon Jul 22 18:48:27 2024
445,champerico,14.3,-91.9167,31.3,87,100,6.45,GT,Mon Jul 22 18:48:28 2024
446,port saint john's,-31.6229,29.5448,13.15,78,2,2.69,ZA,Mon Jul 22 18:48:30 2024
447,laizhou,37.1717,119.9214,26.64,91,99,3.12,CN,Mon Jul 22 18:48:31 2024
448,coahuayana de hidalgo,18.7,-103.6583,25.93,91,100,1.66,MX,Mon Jul 22 18:48:33 2024
449,kharabali,47.4196,47.2568,25.04,44,53,3.42,RU,Mon Jul 22 18:48:34 2024
450,thunder bay,48.4001,-89.3168,17.99,88,100,3.09,CA,Mon Jul 22 18:48:36 2024
451,kapuskasing,49.4169,-82.4331,13.05,88,100,2.06,CA,Mon Jul 22 18:48:37 2024
452,quesnel,52.9999,-122.5029,27.28,44,0,3.09,CA,Mon Jul 22 18:48:40 2024
453,yeniseysk,58.4497,92.1703,18.71,93,100,2.13,RU,Mon Jul 22 18:48:42 2024
454,baharly,38.4362,57.4316,29.71,43,30,2.06,TM,Mon Jul 22 18:48:43 2024
455,juneau,58.3019,-134.4197,17.0,72,100,3.09,US,Mon Jul 22 18:48:44 2024
456,zhezqazghan,47.7833,67.7667,19.32,55,0,3.0,KZ,Mon Jul 22 18:48:46 2024
457,ronne,55.1009,14.7066,17.95,77,100,6.69,DK,Mon Jul 22 18:48:48 2024
458,letlhakeng,-24.0944,25.0298,12.62,19,57,2.28,BW,Mon Jul 22 18:48:49 2024
459,chuguyevka,44.1653,133.8633,22.21,95,100,0.75,RU,Mon Jul 22 18:48:50 2024
460,san felipe,10.3399,-68.7425,22.29,92,93,1.03,VE,Mon Jul 22 18:48:52 2024
461,radford,37.1318,-80.5764,23.08,91,75,2.06,US,Mon Jul 22 18:44:27 2024
462,kruisfontein,-34.0033,24.7314,8.13,79,0,2.52,ZA,Mon Jul 22 18:48:55 2024
463,ingeniero jacobacci,-41.3427,-69.5448,9.87,52,33,0.14,AR,Mon Jul 22 18:48:58 2024
464,jamestown,42.097,-79.2353,21.68,89,100,2.06,US,Mon Jul 22 18:48:59 2024
465,yegor'yevsk,55.3783,39.0411,14.57,97,59,2.03,RU,Mon Jul 22 18:49:01 2024
466,mwanza,-2.5167,32.9,21.11,68,58,3.17,TZ,Mon Jul 22 18:49:02 2024
467,quellon,-43.1167,-73.6167,8.07,93,100,3.77,CL,Mon Jul 22 18:49:04 2024
468,al fuwayliq,26.4432,43.2534,28.58,17,0,5.27,SA,Mon Jul 22 18:49:05 2024
469,warner robins,32.621,-83.5999,28.74,83,0,1.54,US,Mon Jul 22 18:49:07 2024
470,kenai,60.5544,-151.2583,17.05,89,40,0.0,US,Mon Jul 22 18:49:08 2024
471,kimbe,-5.5502,150.1429,29.73,69,71,5.0,PG,Mon Jul 22 18:49:09 2024
472,calgary,51.0501,-114.0853,31.47,35,100,7.72,CA,Mon Jul 22 18:42:18 2024
473,smolyaninovo,43.2956,132.4675,23.7,99,100,2.97,RU,Mon Jul 22 18:49:14 2024
474,alamar,23.1583,-82.2769,27.13,85,5,4.99,CU,Mon Jul 22 18:49:15 2024
475,zapolyarnyy,69.4154,30.8136,16.6,56,93,2.72,RU,Mon Jul 22 18:49:18 2024
476,brookings,44.3114,-96.7984,26.19,77,63,1.29,US,Mon Jul 22 18:49:19 2024
477,zhangatas,43.5667,69.75,25.41,33,75,0.16,KZ,Mon Jul 22 18:49:21 2024
478,ponta delgada,37.7333,-25.6667,22.4,83,75,4.63,PT,Mon Jul 22 18:49:22 2024
479,ancud,-41.8697,-73.8203,7.18,93,40,1.12,CL,Mon Jul 22 18:49:24 2024
480,sandnessjoen,66.0217,12.6316,15.29,99,94,5.25,NO,Mon Jul 22 18:49:25 2024
481,villa gesell,-37.2639,-56.973,7.81,71,0,6.45,AR,Mon Jul 22 18:49:27 2024
482,manismata,-2.4667,111.0333,26.86,78,64,1.84,ID,Mon Jul 22 18:49:28 2024
483,francistown,-21.17,27.5079,14.45,38,3,1.35,BW,Mon Jul 22 18:49:29 2024
484,dunedin,-45.8742,170.5036,7.67,73,87,4.02,NZ,Mon Jul 22 18:49:31 2024
485,ketchikan,55.3422,-131.6461,18.52,63,75,2.57,US,Mon Jul 22 18:48:19 2024
486,hun,29.1268,15.9477,29.33,27,0,4.4,LY,Mon Jul 22 18:49:34 2024
487,salanso,12.1833,-4.0833,23.25,92,98,1.9,BF,Mon Jul 22 18:49:35 2024
488,mlalo,-4.9333,38.9333,18.65,83,13,2.02,TZ,Mon Jul 22 18:49:37 2024
489,ouallam,14.3188,2.0866,27.21,67,87,2.45,NE,Mon Jul 22 18:49:38 2024
490,vila velha,-20.3297,-40.2925,21.64,88,0,1.03,BR,Mon Jul 22 18:49:40 2024
491,nikolayevsk-on-amure,53.1406,140.73,12.34,99,100,2.11,RU,Mon Jul 22 18:49:41 2024
492,famagusta,35.125,33.95,28.93,63,0,3.02,CY,Mon Jul 22 18:49:42 2024
493,ogwashi-uku,6.1782,6.5243,21.59,98,99,1.7,NG,Mon Jul 22 18:49:44 2024
494,koryazhma,61.3143,47.1691,11.37,68,12,1.03,RU,Mon Jul 22 18:49:47 2024
495,elko,41.0002,-115.5012,31.01,37,11,10.88,US,Mon Jul 22 18:48:02 2024
496,muroto-misakicho,33.2833,134.15,28.03,82,8,4.12,JP,Mon Jul 22 18:49:50 2024
497,solleftea,63.1667,17.2667,14.92,98,62,1.22,SE,Mon Jul 22 18:49:51 2024
498,waingapu,-9.6567,120.2641,26.61,64,70,5.87,ID,Mon Jul 22 18:49:53 2024
499,anloga,5.7947,0.8973,24.28,86,100,6.17,GH,Mon Jul 22 18:49:54 2024
500,chardara,41.2547,67.9692,25.77,38,1,1.56,KZ,Mon Jul 22 18:49:56 2024
501,miri,4.4148,114.0089,27.08,94,20,2.06,MY,Mon Jul 22 18:49:57 2024
502,tolanaro,-25.0319,46.9987,21.04,88,20,2.06,MG,Mon Jul 22 18:49:58 2024
503,camargo,27.6667,-105.1667,30.13,32,63,6.0,MX,Mon Jul 22 18:50:00 2024
504,eastham,41.8301,-69.9739,25.0,81,0,3.6,US,Mon Jul 22 18:50:01 2024
505,fort bragg,35.139,-79.006,26.22,91,20,3.09,US,Mon Jul 22 18:50:06 2024
506,valdivia,-39.8142,-73.2459,6.05,98,49,1.24,CL,Mon Jul 22 18:50:09 2024
507,labrador city,52.9463,-66.9114,11.77,65,75,17.43,CA,Mon Jul 22 18:50:11 2024
508,kidal,18.4411,1.4078,29.01,57,95,4.01,ML,Mon Jul 22 18:50:12 2024
509,rikaze,29.25,88.8833,11.35,86,100,2.21,CN,Mon Jul 22 18:50:14 2024
510,colby,39.3958,-101.0524,27.03,48,0,4.12,US,Mon Jul 22 18:50:15 2024
511,erenhot,43.6475,111.9767,25.46,49,1,5.17,CN,Mon Jul 22 18:50:16 2024
512,angaur state,6.906,134.13,27.97,77,100,3.13,PW,Mon Jul 22 18:50:18 2024
513,rio preto da eva,-2.6994,-59.6997,25.54,65,88,1.38,BR,Mon Jul 22 18:50:19 2024
514,hadibu,12.65,54.0333,26.01,80,100,11.66,YE,Mon Jul 22 18:50:21 2024
515,salaya,22.3167,69.6,27.48,91,100,6.04,IN,Mon Jul 22 18:50:22 2024
516,palopo,-2.9996,120.1921,26.84,77,37,1.03,ID,Mon Jul 22 18:50:24 2024
517,gorazde,43.6669,18.9764,17.36,91,0,0.61,BA,Mon Jul 22 18:50:25 2024
518,ugoofaaru,5.6667,73.0,28.15,78,100,2.65,MV,Mon Jul 22 18:50:27 2024
519,vorgashor,67.5833,63.95,9.65,78,100,1.7,RU,Mon Jul 22 18:50:28 2024
520,poltavka,54.3663,71.7632,18.02,96,88,2.96,RU,Mon Jul 22 18:50:30 2024
521,darwin,-12.4611,130.8418,24.99,40,0,2.57,AU,Mon Jul 22 18:45:03 2024
522,vanimo,-2.6741,141.3028,27.04,88,52,1.45,PG,Mon Jul 22 18:50:33 2024
523,palencia,42.4167,-4.5,18.29,70,6,3.13,ES,Mon Jul 22 18:50:34 2024
524,albion,42.2431,-84.753,23.02,82,0,0.0,US,Mon Jul 22 18:50:36 2024
525,chelyabinsk,55.1544,61.4297,15.05,100,100,5.0,RU,Mon Jul 22 18:50:37 2024
526,gaigeturi,33.4644,126.3183,31.03,70,75,2.57,KR,Mon Jul 22 18:50:39 2024
527,kansk,56.2017,95.7175,18.3,93,100,4.17,RU,Mon Jul 22 18:50:40 2024
528,kohima,25.6667,94.1167,20.31,97,100,0.91,IN,Mon Jul 22 18:50:42 2024
529,naracoorte,-36.9579,140.7383,12.74,57,100,6.22,AU,Mon Jul 22 18:50:43 2024
530,assab,13.0092,42.7394,32.97,59,95,3.5,ER,Mon Jul 22 18:50:45 2024
531,port shepstone,-30.7414,30.455,14.18,76,5,2.67,ZA,Mon Jul 22 18:50:46 2024
532,urangan,-25.3,152.9,19.08,64,2,5.43,AU,Mon Jul 22 18:50:48 2024
533,bacalar,18.6667,-88.3833,26.47,92,100,2.9,MX,Mon Jul 22 18:50:49 2024
534,galle,6.0367,80.217,27.74,82,78,0.45,LK,Mon Jul 22 18:50:51 2024
535,yako,12.9667,-2.2667,24.1,82,42,3.9,BF,Mon Jul 22 18:50:52 2024
536,yemel'yanovo,56.1681,92.6767,18.45,100,0,3.0,RU,Mon Jul 22 18:50:54 2024
537,timmins,48.4669,-81.3331,13.9,88,100,3.6,CA,Mon Jul 22 18:50:55 2024
538,elliot lake,46.3834,-82.6331,15.94,76,80,1.68,CA,Mon Jul 22 18:50:57 2024
539,shingu,33.7333,135.9833,31.9,58,0,3.04,JP,Mon Jul 22 18:50:58 2024
540,belel,7.05,14.4333,14.73,92,100,1.32,CM,Mon Jul 22 18:51:00 2024
541,governador dix sept rosado,-5.4589,-37.5208,27.91,62,0,6.9,BR,Mon Jul 22 18:51:01 2024
542,quelimane,-17.8786,36.8883,17.97,88,0,0.0,MZ,Mon Jul 22 18:51:03 2024
543,narasannapeta,18.4167,84.05,24.62,95,100,5.06,IN,Mon Jul 22 18:51:04 2024
544,kolpashevo,58.3131,82.9089,15.55,82,68,1.32,RU,Mon Jul 22 18:51:05 2024
545,dalandzadgad,43.5708,104.425,27.27,22,100,8.94,MN,Mon Jul 22 18:51:07 2024
